Case_ID,Arrival_Time,Completion_Time,Duration_Minutes,Complexity,Team,Assigned_Staff,SLA_Limit_Minutes,SLA_Breached
CASE-11705,2025-11-24 01:18:38.308965,2025-11-24 05:39:16.400056,260.63,Complex,Audit_Section,Staff_12,480,0
CASE-10534,2025-11-24 01:51:20.579755,2025-11-24 06:07:38.176306,256.29,Complex,Review_Team,Staff_24,480,0
CASE-10055,2025-11-24 01:51:47.140001,2025-11-24 02:26:55.363848,35.14,Simple,Audit_Section,Staff_1,60,0
CASE-11867,2025-11-24 01:52:10.669275,2025-11-24 03:10:24.435873,78.23,Medium,Review_Team,Staff_19,180,0
CASE-10204,2025-11-24 02:02:17.247177,2025-11-24 04:22:04.138477,139.78,Complex,Intake_Team,Staff_18,480,0
CASE-11314,2025-11-24 03:15:23.273257,2025-11-24 05:36:42.639798,141.32,Complex,Review_Team,Staff_4,480,0
CASE-10053,2025-11-24 03:44:40.011111,2025-11-24 06:36:18.351631,171.64,Complex,Intake_Team,Staff_1,480,0
CASE-11000,2025-11-24 03:58:55.014884,2025-11-24 04:33:41.823055,34.78,Simple,Intake_Team,Staff_15,60,0
CASE-10409,2025-11-24 04:30:01.993882,2025-11-24 05:25:52.548153,55.84,Medium,Intake_Team,Staff_5,180,0
CASE-10801,2025-11-24 05:00:30.406013,2025-11-24 09:36:47.112793,276.28,Complex,Review_Team,Staff_12,480,0
CASE-10572,2025-11-24 05:05:33.681114,2025-11-24 08:32:58.403328,207.41,Complex,Intake_Team,Staff_19,480,0
CASE-10645,2025-11-24 05:07:05.620845,2025-11-24 05:58:24.658034,51.32,Simple,Approval_Board,Staff_21,60,0
CASE-11631,2025-11-24 05:18:27.540865,2025-11-24 05:44:37.324812,26.16,Simple,Audit_Section,Staff_23,60,0
CASE-10334,2025-11-24 05:35:08.496082,2025-11-24 05:57:49.695157,22.69,Simple,Intake_Team,Staff_7,60,0
CASE-11365,2025-11-24 05:40:29.312038,2025-11-24 06:49:59.133130,69.5,Medium,Intake_Team,Staff_25,180,0
CASE-10558,2025-11-24 05:44:52.305190,2025-11-24 06:15:00.482945,30.14,Simple,Review_Team,Staff_20,60,0
CASE-10778,2025-11-24 05:51:54.321641,2025-11-24 07:04:21.888031,72.46,Medium,Review_Team,Staff_2,180,0
CASE-10290,2025-11-24 06:29:45.287993,2025-11-24 07:16:47.199781,47.03,Simple,Intake_Team,Staff_16,60,0
CASE-11444,2025-11-24 06:36:57.593928,2025-11-24 06:54:10.246669,17.21,Simple,Approval_Board,Staff_6,60,0
CASE-11036,2025-11-24 06:50:45.695850,2025-11-24 07:24:28.936132,33.72,Simple,Intake_Team,Staff_18,60,0
CASE-11803,2025-11-24 07:02:08.143592,2025-11-24 13:13:16.532442,371.14,Critical,Review_Team,Staff_24,1440,0
CASE-10124,2025-11-24 07:17:41.656838,2025-11-24 07:44:01.217914,26.33,Simple,Audit_Section,Staff_21,60,0
CASE-10980,2025-11-24 07:36:39.164244,2025-11-24 09:10:14.716871,93.59,Medium,Review_Team,Staff_8,180,0
CASE-11281,2025-11-24 08:11:46.840934,2025-11-24 09:58:12.405551,106.43,Medium,Audit_Section,Staff_10,180,0
CASE-11782,2025-11-24 08:47:24.212609,2025-11-24 15:09:55.897644,382.53,Critical,Intake_Team,Staff_22,1440,0
CASE-10899,2025-11-24 08:57:20.537194,2025-11-24 12:44:15.113022,226.91,Complex,Intake_Team,Staff_6,480,0
CASE-11048,2025-11-24 09:09:48.761188,2025-11-24 10:42:33.897911,92.75,Medium,Audit_Section,Staff_9,180,0
CASE-10226,2025-11-24 09:10:44.823090,2025-11-24 09:48:35.226303,37.84,Simple,Review_Team,Staff_25,60,0
CASE-10532,2025-11-24 09:40:33.773722,2025-11-24 16:56:20.436602,435.78,Critical,Approval_Board,Staff_21,1440,0
CASE-10880,2025-11-24 09:52:16.456017,2025-11-24 10:19:00.706184,26.74,Simple,Approval_Board,Staff_25,60,0
CASE-10914,2025-11-24 09:52:32.172847,2025-11-24 10:59:52.162555,67.33,Medium,Audit_Section,Staff_25,180,0
CASE-10609,2025-11-24 10:04:52.947426,2025-11-24 16:24:44.485446,379.86,Complex,Review_Team,Staff_10,480,0
CASE-10500,2025-11-24 10:12:41.606466,2025-11-24 10:49:44.303558,37.04,Simple,Audit_Section,Staff_23,60,0
CASE-10676,2025-11-24 10:33:08.658159,2025-11-24 10:50:59.587776,17.85,Simple,Approval_Board,Staff_8,60,0
CASE-11422,2025-11-24 10:45:57.470633,2025-11-24 11:05:44.593563,19.79,Simple,Review_Team,Staff_19,60,0
CASE-11044,2025-11-24 11:01:00.239864,2025-11-24 21:52:55.824958,651.93,Critical,Review_Team,Staff_2,1440,0
CASE-10679,2025-11-24 11:04:33.220813,2025-11-24 12:00:18.160817,55.75,Medium,Audit_Section,Staff_20,180,0
CASE-10405,2025-11-24 11:12:32.233221,2025-11-24 14:03:41.389335,171.15,Complex,Audit_Section,Staff_9,480,0
CASE-11934,2025-11-24 11:16:29.650465,2025-11-24 11:39:01.309661,22.53,Simple,Review_Team,Staff_6,60,0
CASE-10093,2025-11-24 11:37:34.876343,2025-11-24 18:55:36.319684,438.02,Critical,Review_Team,Staff_17,1440,0
CASE-11566,2025-11-24 11:42:01.673914,2025-11-24 18:30:11.495919,408.16,Critical,Review_Team,Staff_13,1440,0
CASE-10750,2025-11-24 11:51:13.803431,2025-11-24 12:34:39.876790,43.43,Simple,Review_Team,Staff_13,60,0
CASE-10126,2025-11-24 12:14:45.218998,2025-11-24 15:26:49.372462,192.07,Complex,Approval_Board,Staff_19,480,0
CASE-11021,2025-11-24 13:02:20.023128,2025-11-24 18:07:05.105064,304.75,Complex,Approval_Board,Staff_17,480,0
CASE-11831,2025-11-24 13:14:32.214555,2025-11-24 13:43:58.988203,29.45,Simple,Approval_Board,Staff_12,60,0
CASE-11689,2025-11-24 13:17:15.514735,2025-11-24 13:37:30.555282,20.25,Simple,Audit_Section,Staff_7,60,0
CASE-10754,2025-11-24 13:20:42.203032,2025-11-24 13:39:29.840188,18.79,Simple,Review_Team,Staff_15,60,0
CASE-10419,2025-11-24 13:29:07.388119,2025-11-24 17:45:24.280233,256.28,Complex,Approval_Board,Staff_19,480,0
CASE-11590,2025-11-24 13:49:51.694974,2025-11-24 15:02:40.456070,72.81,Medium,Approval_Board,Staff_10,180,0
CASE-11821,2025-11-24 13:57:17.409693,2025-11-24 14:11:02.677256,13.75,Simple,Audit_Section,Staff_25,60,0
CASE-10503,2025-11-24 13:57:24.650410,2025-11-24 21:13:13.377744,435.81,Critical,Approval_Board,Staff_18,1440,0
CASE-10165,2025-11-24 13:57:37.391680,2025-11-24 15:45:24.068529,107.78,Medium,Audit_Section,Staff_1,180,0
CASE-10956,2025-11-24 14:29:37.856543,2025-11-24 14:52:53.689486,23.26,Simple,Approval_Board,Staff_3,60,0
CASE-10586,2025-11-24 14:43:29.275321,2025-11-24 16:40:13.688790,116.74,Medium,Audit_Section,Staff_13,180,0
CASE-11414,2025-11-24 14:59:11.312682,2025-11-24 21:26:03.540769,386.87,Critical,Audit_Section,Staff_6,1440,0
CASE-11608,2025-11-24 15:09:12.280453,2025-11-24 18:26:39.977644,197.46,Complex,Audit_Section,Staff_7,480,0
CASE-10247,2025-11-24 15:10:08.788619,2025-11-24 15:48:43.863562,38.58,Simple,Audit_Section,Staff_4,60,0
CASE-11122,2025-11-24 15:16:04.615550,2025-11-24 22:51:12.978240,455.14,Critical,Intake_Team,Staff_17,1440,0
CASE-11872,2025-11-24 15:44:57.501443,2025-11-24 16:02:31.547147,17.57,Simple,Intake_Team,Staff_23,60,0
CASE-10856,2025-11-24 15:56:57.434731,2025-11-24 16:28:54.004112,31.94,Simple,Audit_Section,Staff_1,60,0
CASE-11358,2025-11-24 16:09:23.784817,2025-11-24 17:30:30.159904,81.11,Medium,Review_Team,Staff_1,180,0
CASE-11322,2025-11-24 16:14:37.964294,2025-11-25 02:41:41.455664,627.06,Critical,Audit_Section,Staff_5,1440,0
CASE-10391,2025-11-24 16:34:29.778907,2025-11-24 20:04:38.021509,210.14,Complex,Intake_Team,Staff_25,480,0
CASE-10076,2025-11-24 17:37:08.490524,2025-11-24 19:15:39.386068,98.51,Medium,Audit_Section,Staff_6,180,0
CASE-11711,2025-11-24 17:42:22.371960,2025-11-24 17:58:23.283201,16.02,Simple,Review_Team,Staff_25,60,0
CASE-11615,2025-11-24 18:05:54.042472,2025-11-24 18:45:16.970522,39.38,Simple,Review_Team,Staff_11,60,0
CASE-11943,2025-11-24 18:25:08.145825,2025-11-24 18:45:31.364409,20.39,Simple,Review_Team,Staff_9,60,0
CASE-11958,2025-11-24 19:04:20.268636,2025-11-25 04:20:20.848375,556.01,Critical,Audit_Section,Staff_1,1440,0
CASE-11380,2025-11-24 19:38:48.849363,2025-11-24 21:01:39.070829,82.84,Medium,Approval_Board,Staff_8,180,0
CASE-11432,2025-11-24 20:58:36.214528,2025-11-25 01:40:22.485474,281.77,Complex,Audit_Section,Staff_24,480,0
CASE-10462,2025-11-24 21:49:07.259138,2025-11-24 23:37:47.141297,108.66,Medium,Intake_Team,Staff_7,180,0
CASE-11164,2025-11-24 22:17:45.608329,2025-11-24 23:37:30.728136,79.75,Medium,Approval_Board,Staff_20,180,0
CASE-10084,2025-11-24 23:13:15.518376,2025-11-25 07:40:07.226432,506.86,Critical,Audit_Section,Staff_19,1440,0
CASE-11909,2025-11-24 23:30:21.913211,2025-11-24 23:57:39.775857,27.3,Simple,Approval_Board,Staff_20,60,0
CASE-10453,2025-11-24 23:41:59.041977,2025-11-25 00:00:34.136967,18.58,Simple,Audit_Section,Staff_24,60,0
CASE-11517,2025-11-25 00:01:54.243497,2025-11-25 01:25:04.180748,83.17,Medium,Approval_Board,Staff_23,180,0
CASE-11056,2025-11-25 00:43:04.955505,2025-11-25 01:06:04.135931,22.99,Simple,Review_Team,Staff_4,60,0
CASE-11701,2025-11-25 00:44:15.431971,2025-11-25 01:22:30.517694,38.25,Simple,Approval_Board,Staff_16,60,0
CASE-11743,2025-11-25 02:34:36.499133,2025-11-25 05:01:43.468512,147.12,Complex,Intake_Team,Staff_16,480,0
CASE-11105,2025-11-25 02:52:06.408205,2025-11-25 08:08:55.428461,316.82,Complex,Audit_Section,Staff_21,480,0
CASE-11986,2025-11-25 03:35:37.814266,2025-11-25 04:21:45.026686,46.12,Simple,Intake_Team,Staff_2,60,0
CASE-11300,2025-11-25 04:02:40.223901,2025-11-25 04:57:21.267525,54.68,Medium,Review_Team,Staff_5,180,0
CASE-10471,2025-11-25 04:06:06.958254,2025-11-25 05:15:37.829675,69.51,Medium,Audit_Section,Staff_22,180,0
CASE-11040,2025-11-25 04:12:19.439408,2025-11-25 08:26:12.843667,253.89,Complex,Intake_Team,Staff_8,480,0
CASE-10638,2025-11-25 04:30:26.275395,2025-11-25 07:04:13.227623,153.78,Complex,Approval_Board,Staff_22,480,0
CASE-10383,2025-11-25 04:44:24.128088,2025-11-25 11:51:14.201278,426.83,Critical,Audit_Section,Staff_5,1440,0
CASE-10575,2025-11-25 04:50:39.889794,2025-11-25 08:14:24.225376,203.74,Complex,Approval_Board,Staff_3,480,0
CASE-11132,2025-11-25 04:55:23.523813,2025-11-25 05:16:12.296451,20.81,Simple,Intake_Team,Staff_17,60,0
CASE-10548,2025-11-25 05:08:19.202007,2025-11-25 07:04:34.896448,116.26,Medium,Intake_Team,Staff_17,180,0
CASE-11926,2025-11-25 06:20:40.546724,2025-11-25 08:24:54.778201,124.24,Medium,Approval_Board,Staff_17,180,0
CASE-10527,2025-11-25 06:36:53.993446,2025-11-25 07:49:40.929378,72.78,Medium,Approval_Board,Staff_2,180,0
CASE-11476,2025-11-25 06:53:28.411600,2025-11-25 07:51:01.124075,57.55,Medium,Intake_Team,Staff_9,180,0
CASE-10049,2025-11-25 06:59:26.713423,2025-11-25 11:56:48.086373,297.36,Critical,Audit_Section,Staff_15,1440,0
CASE-10598,2025-11-25 07:06:43.536783,2025-11-25 08:41:18.345966,94.58,Medium,Audit_Section,Staff_10,180,0
CASE-11796,2025-11-25 07:12:26.621686,2025-11-25 07:58:15.359009,45.81,Simple,Audit_Section,Staff_5,60,0
CASE-10150,2025-11-25 07:21:57.486653,2025-11-25 08:12:28.364371,50.51,Medium,Audit_Section,Staff_19,180,0
CASE-10188,2025-11-25 07:32:19.201075,2025-11-25 08:46:36.131871,74.28,Medium,Intake_Team,Staff_15,180,0
CASE-11496,2025-11-25 08:06:01.404643,2025-11-25 09:18:32.298145,72.51,Medium,Audit_Section,Staff_16,180,0
CASE-11975,2025-11-25 08:39:25.104590,2025-11-25 10:44:50.992396,125.43,Medium,Audit_Section,Staff_16,180,0
CASE-11676,2025-11-25 08:43:42.257683,2025-11-25 09:13:22.356362,29.67,Simple,Approval_Board,Staff_22,60,0
CASE-11002,2025-11-25 08:54:30.619176,2025-11-25 09:17:26.902461,22.94,Simple,Audit_Section,Staff_18,60,0
CASE-10831,2025-11-25 09:09:33.531490,2025-11-25 09:32:16.883109,22.72,Simple,Approval_Board,Staff_19,60,0
CASE-10341,2025-11-25 09:12:44.402013,2025-11-25 12:48:20.907668,215.61,Complex,Intake_Team,Staff_15,480,0
CASE-11219,2025-11-25 09:25:13.015936,2025-11-25 09:58:34.803082,33.36,Simple,Approval_Board,Staff_4,60,0
CASE-10362,2025-11-25 09:41:34.324952,2025-11-25 10:59:46.880404,78.21,Medium,Approval_Board,Staff_8,180,0
CASE-11112,2025-11-25 09:57:03.504959,2025-11-25 15:02:29.509590,305.43,Complex,Approval_Board,Staff_11,480,0
CASE-11293,2025-11-25 10:29:10.078149,2025-11-25 11:15:04.281129,45.9,Simple,Audit_Section,Staff_10,60,0
CASE-11075,2025-11-25 10:29:47.393123,2025-11-25 10:56:05.436833,26.3,Simple,Review_Team,Staff_5,60,0
CASE-11039,2025-11-25 10:35:25.152351,2025-11-25 15:34:28.632963,299.06,Complex,Approval_Board,Staff_16,480,0
CASE-10890,2025-11-25 10:49:04.139719,2025-11-25 11:35:07.739719,46.06,Simple,Review_Team,Staff_11,60,0
CASE-11932,2025-11-25 11:27:41.201190,2025-11-25 13:45:14.127805,137.55,Medium,Audit_Section,Staff_8,180,0
CASE-10088,2025-11-25 13:18:00.721710,2025-11-25 15:08:13.888260,110.22,Medium,Review_Team,Staff_13,180,0
CASE-11401,2025-11-25 13:18:52.097118,2025-11-25 14:12:59.735028,54.13,Simple,Approval_Board,Staff_9,60,0
CASE-10254,2025-11-25 13:38:02.670264,2025-11-25 17:33:56.334227,235.89,Complex,Intake_Team,Staff_25,480,0
CASE-11146,2025-11-25 13:53:01.264515,2025-11-25 14:21:46.750823,28.76,Simple,Intake_Team,Staff_1,60,0
CASE-10990,2025-11-25 14:00:54.118185,2025-11-25 15:21:57.272895,81.05,Medium,Review_Team,Staff_2,180,0
CASE-11916,2025-11-25 14:03:25.713620,2025-11-25 18:08:58.546084,245.55,Complex,Audit_Section,Staff_20,480,0
CASE-10052,2025-11-25 14:22:14.977158,2025-11-25 16:30:03.508574,127.81,Complex,Review_Team,Staff_12,480,0
CASE-11114,2025-11-25 14:41:19.892827,2025-11-25 15:15:01.044189,33.69,Simple,Audit_Section,Staff_3,60,0
CASE-11130,2025-11-25 14:41:28.498520,2025-11-26 00:58:35.655249,617.12,Critical,Approval_Board,Staff_7,1440,0
CASE-10357,2025-11-25 14:51:22.378974,2025-11-25 16:58:18.771238,126.94,Complex,Audit_Section,Staff_23,480,0
CASE-10022,2025-11-25 15:33:32.640541,2025-11-26 03:13:00.118321,699.46,Critical,Review_Team,Staff_13,1440,0
CASE-10707,2025-11-25 15:40:50.279300,2025-11-25 17:01:23.888722,80.56,Medium,Intake_Team,Staff_24,180,0
CASE-10543,2025-11-25 16:32:04.252818,2025-11-25 21:25:06.771086,293.04,Complex,Audit_Section,Staff_17,480,0
CASE-10129,2025-11-25 16:44:36.736481,2025-11-25 17:31:06.269370,46.49,Simple,Audit_Section,Staff_21,60,0
CASE-11546,2025-11-25 16:47:25.454529,2025-11-25 17:13:59.869568,26.57,Simple,Audit_Section,Staff_16,60,0
CASE-11586,2025-11-25 17:15:21.575283,2025-11-25 18:31:17.871027,75.94,Medium,Approval_Board,Staff_20,180,0
CASE-11148,2025-11-25 18:15:45.320201,2025-11-26 04:50:09.945820,634.41,Critical,Review_Team,Staff_3,1440,0
CASE-11391,2025-11-25 18:33:17.124867,2025-11-25 19:44:59.827863,71.71,Medium,Audit_Section,Staff_15,180,0
CASE-11077,2025-11-25 18:58:28.803000,2025-11-25 19:42:22.191498,43.89,Medium,Approval_Board,Staff_17,180,0
CASE-11499,2025-11-25 19:06:33.720806,2025-11-25 19:57:40.241805,51.11,Simple,Review_Team,Staff_10,60,0
CASE-10919,2025-11-25 19:42:04.539503,2025-11-25 20:56:38.923104,74.57,Medium,Intake_Team,Staff_22,180,0
CASE-10271,2025-11-25 20:22:38.332882,2025-11-25 20:40:53.040346,18.25,Simple,Review_Team,Staff_5,60,0
CASE-10978,2025-11-25 20:49:06.229824,2025-11-25 21:23:40.721867,34.57,Simple,Intake_Team,Staff_1,60,0
CASE-11512,2025-11-25 20:50:40.274239,2025-11-25 23:50:38.029909,179.96,Complex,Review_Team,Staff_24,480,0
CASE-11866,2025-11-25 21:07:13.163931,2025-11-25 22:20:15.200567,73.03,Medium,Audit_Section,Staff_14,180,0
CASE-10228,2025-11-25 21:28:58.819274,2025-11-25 22:08:43.908247,39.75,Simple,Audit_Section,Staff_13,60,0
CASE-10172,2025-11-25 21:44:26.012603,2025-11-26 04:39:54.226154,415.47,Critical,Audit_Section,Staff_10,1440,0
CASE-11333,2025-11-25 22:01:29.932354,2025-11-25 23:20:02.423280,78.54,Medium,Audit_Section,Staff_7,180,0
CASE-11523,2025-11-25 22:06:31.276622,2025-11-25 22:40:43.943469,34.21,Simple,Audit_Section,Staff_8,60,0
CASE-11954,2025-11-25 22:10:58.951154,2025-11-25 22:45:26.569235,34.46,Simple,Intake_Team,Staff_4,60,0
CASE-10349,2025-11-25 22:17:12.365997,2025-11-25 23:47:13.308174,90.02,Medium,Audit_Section,Staff_15,180,0
CASE-10913,2025-11-25 23:05:04.267569,2025-11-26 05:14:54.517564,369.84,Critical,Intake_Team,Staff_18,1440,0
CASE-11070,2025-11-25 23:22:05.324903,2025-11-26 00:05:42.532634,43.62,Simple,Review_Team,Staff_7,60,0
CASE-11487,2025-11-26 00:23:49.681364,2025-11-26 00:54:43.632406,30.9,Simple,Approval_Board,Staff_12,60,0
CASE-10644,2025-11-26 00:39:39.886720,2025-11-26 09:20:40.831468,521.02,Critical,Intake_Team,Staff_2,1440,0
CASE-10207,2025-11-26 00:50:52.888175,2025-11-26 02:18:58.573718,88.09,Medium,Audit_Section,Staff_15,180,0
CASE-11560,2025-11-26 01:31:44.527656,2025-11-26 04:50:01.462159,198.28,Complex,Review_Team,Staff_22,480,0
CASE-10221,2025-11-26 02:27:40.662089,2025-11-26 04:44:57.388424,137.28,Complex,Audit_Section,Staff_7,480,0
CASE-11910,2025-11-26 02:48:32.385234,2025-11-26 03:15:07.936586,26.59,Simple,Intake_Team,Staff_10,60,0
CASE-11804,2025-11-26 03:12:30.443138,2025-11-26 10:51:18.078538,458.79,Critical,Approval_Board,Staff_9,1440,0
CASE-11251,2025-11-26 03:27:23.917789,2025-11-26 09:04:01.870329,336.63,Critical,Review_Team,Staff_14,1440,0
CASE-10744,2025-11-26 03:29:52.236219,2025-11-26 03:55:36.930184,25.74,Simple,Audit_Section,Staff_5,60,0
CASE-10933,2025-11-26 03:36:58.482274,2025-11-26 06:31:25.064304,174.44,Complex,Intake_Team,Staff_17,480,0
CASE-11118,2025-11-26 03:43:35.600633,2025-11-26 04:41:54.252229,58.31,Medium,Intake_Team,Staff_22,180,0
CASE-11052,2025-11-26 03:54:37.720659,2025-11-26 04:17:11.792083,22.57,Simple,Audit_Section,Staff_4,60,0
CASE-10304,2025-11-26 05:01:20.103716,2025-11-26 06:27:13.831938,85.9,Medium,Approval_Board,Staff_8,180,0
CASE-11537,2025-11-26 05:30:41.208527,2025-11-26 05:53:08.934507,22.46,Simple,Review_Team,Staff_22,60,0
CASE-10813,2025-11-26 05:50:56.545892,2025-11-26 06:25:36.999754,34.67,Simple,Audit_Section,Staff_12,60,0
CASE-11212,2025-11-26 06:14:51.958300,2025-11-26 07:06:54.340940,52.04,Medium,Intake_Team,Staff_12,180,0
CASE-11037,2025-11-26 06:19:37.591624,2025-11-26 08:15:27.575006,115.83,Medium,Audit_Section,Staff_22,180,0
CASE-10976,2025-11-26 06:26:56.298516,2025-11-26 11:17:12.453323,290.27,Complex,Audit_Section,Staff_14,480,0
CASE-10703,2025-11-26 06:36:40.488862,2025-11-26 13:15:14.726942,398.57,Critical,Intake_Team,Staff_7,1440,0
CASE-11826,2025-11-26 06:42:06.927589,2025-11-26 13:15:15.010616,393.13,Critical,Review_Team,Staff_4,1440,0
CASE-11981,2025-11-26 07:28:30.175307,2025-11-26 08:48:21.650063,79.86,Medium,Approval_Board,Staff_20,180,0
CASE-10475,2025-11-26 07:33:35.895710,2025-11-26 08:02:07.291207,28.52,Simple,Intake_Team,Staff_5,60,0
CASE-10339,2025-11-26 08:29:11.851597,2025-11-26 14:18:07.024948,348.92,Complex,Approval_Board,Staff_5,480,0
CASE-11016,2025-11-26 08:37:05.115404,2025-11-26 10:38:11.885138,121.11,Complex,Review_Team,Staff_24,480,0
CASE-10789,2025-11-26 09:11:35.402365,2025-11-26 09:55:44.992523,44.16,Simple,Approval_Board,Staff_17,60,0
CASE-11863,2025-11-26 10:08:48.043835,2025-11-26 10:34:38.774063,25.85,Simple,Approval_Board,Staff_21,60,0
CASE-11035,2025-11-26 10:24:59.089079,2025-11-26 13:33:16.663520,188.29,Complex,Approval_Board,Staff_6,480,0
CASE-11282,2025-11-26 10:47:29.263956,2025-11-26 11:35:33.669572,48.07,Simple,Intake_Team,Staff_7,60,0
CASE-11481,2025-11-26 11:04:44.327386,2025-11-26 19:22:57.009874,498.21,Critical,Review_Team,Staff_20,1440,0
CASE-10263,2025-11-26 11:32:13.406370,2025-11-26 15:11:02.430402,218.82,Complex,Audit_Section,Staff_8,480,0
CASE-11744,2025-11-26 11:33:22.421263,2025-11-26 11:53:54.266940,20.53,Simple,Intake_Team,Staff_7,60,0
CASE-11218,2025-11-26 12:14:47.133717,2025-11-26 20:03:40.313360,468.89,Critical,Review_Team,Staff_20,1440,0
CASE-10523,2025-11-26 12:17:30.569731,2025-11-26 12:55:49.760887,38.32,Simple,Audit_Section,Staff_5,60,0
CASE-11460,2025-11-26 13:31:56.392082,2025-11-26 17:41:51.179973,249.91,Complex,Review_Team,Staff_20,480,0
CASE-11306,2025-11-26 14:58:20.088916,2025-11-26 15:16:58.827444,18.65,Simple,Review_Team,Staff_23,60,0
CASE-11622,2025-11-26 15:04:36.095154,2025-11-26 15:22:57.096197,18.35,Simple,Intake_Team,Staff_16,60,0
CASE-11424,2025-11-26 15:39:13.083338,2025-11-26 19:03:44.674481,204.53,Complex,Audit_Section,Staff_24,480,0
CASE-10875,2025-11-26 16:08:39.628887,2025-11-26 17:31:30.413565,82.85,Medium,Approval_Board,Staff_25,180,0
CASE-11856,2025-11-26 16:19:21.961612,2025-11-26 16:38:43.728693,19.36,Simple,Review_Team,Staff_10,60,0
CASE-11348,2025-11-26 18:08:29.569582,2025-11-26 19:24:20.521746,75.85,Medium,Approval_Board,Staff_21,180,0
CASE-11343,2025-11-26 18:18:08.997305,2025-11-26 18:58:07.131062,39.97,Simple,Audit_Section,Staff_21,60,0
CASE-10441,2025-11-26 18:43:25.176852,2025-11-26 20:40:21.892626,116.95,Medium,Audit_Section,Staff_22,180,0
CASE-11604,2025-11-26 19:17:42.987068,2025-11-26 19:35:22.983889,17.67,Simple,Approval_Board,Staff_17,60,0
CASE-10665,2025-11-26 19:18:55.100611,2025-11-26 21:00:17.124273,101.37,Medium,Approval_Board,Staff_22,180,0
CASE-11195,2025-11-26 19:21:50.103946,2025-11-26 20:32:10.716335,70.34,Medium,Intake_Team,Staff_17,180,0
CASE-11193,2025-11-26 19:25:22.581767,2025-11-26 19:49:49.445533,24.45,Simple,Audit_Section,Staff_2,60,0
CASE-10563,2025-11-26 20:04:04.521614,2025-11-27 05:14:59.655400,550.92,Critical,Approval_Board,Staff_17,1440,0
CASE-10081,2025-11-26 20:10:44.238961,2025-11-26 20:58:19.984451,47.6,Medium,Intake_Team,Staff_1,180,0
CASE-11055,2025-11-26 20:58:07.795505,2025-11-26 22:07:51.745248,69.73,Medium,Approval_Board,Staff_25,180,0
CASE-10451,2025-11-26 21:17:31.028590,2025-11-27 00:58:09.383738,220.64,Complex,Approval_Board,Staff_3,480,0
CASE-10988,2025-11-26 21:44:42.766151,2025-11-26 22:03:26.068998,18.72,Simple,Audit_Section,Staff_16,60,0
CASE-10795,2025-11-26 21:54:03.866799,2025-11-26 23:43:54.252320,109.84,Medium,Review_Team,Staff_22,180,0
CASE-10738,2025-11-26 22:00:38.168003,2025-11-26 22:24:32.320143,23.9,Simple,Review_Team,Staff_12,60,0
CASE-11668,2025-11-26 22:08:08.959355,2025-11-26 22:35:01.886881,26.88,Simple,Approval_Board,Staff_2,60,0
CASE-11111,2025-11-26 22:23:45.343684,2025-11-27 05:29:30.375144,425.75,Critical,Audit_Section,Staff_12,1440,0
CASE-11964,2025-11-26 22:25:07.821219,2025-11-27 00:24:30.265888,119.37,Medium,Approval_Board,Staff_7,180,0
CASE-11078,2025-11-26 22:35:44.813140,2025-11-26 23:17:10.111632,41.42,Simple,Intake_Team,Staff_4,60,0
CASE-11605,2025-11-26 22:35:49.896122,2025-11-26 23:07:37.692267,31.8,Simple,Approval_Board,Staff_19,60,0
